accession,Organism Name,GenBank/RefSeq,Submitters,Organization,Submitter Country,Release date,Isolate,Virus Lineage,Length,Nuc Completeness,Proteins/Segments,Segment,Is Vaccine Strain,Geographic Region,Geographic Location,Host,Host Lineage,Lab Host,Tissue/Specimen/Source,Collection Date,Sample Name,Annotated,SRA Accessions,Bioprojects,Biosample,Protein count,Gene count,Mature Peptide Count,definition,strain,isolation_source,create_date,update_date,assembly_name,authors,title,journal,pubmed_id,reference_count,comment
U72051.1,,GenBank,,,,1996-11-19,,[],742,partial,,,False,,,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",True,,,,True,[],[],,1,,,,,,,,,,,,,,
PV641717.1,,GenBank,,,,2025-06-14,,[],11845,partial,,,False,Asia,Pakistan,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",False,brain,,,True,[],[],,5,,,,,,,,,,,,,,
MN756793.1,,GenBank,,,,2020-01-28,,[],1538,partial,,,False,Africa,Nigeria,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",False,brain,,,True,[],[],,1,,,,,,,,,,,,,,
MN099706.1,,GenBank,,,,2020-02-17,,[],1539,partial,,,False,Africa,Nigeria,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",False,brain,,,True,[],[],,1,,,,,,,,,,,,,,
KJ201902.1,,GenBank,,,,2014-03-12,,[],639,partial,,,False,Asia,India,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",True,,,,True,[],[],,1,,,,,,,,,,,,,,
KF267221.1,,GenBank,,,,2013-09-30,,[],762,partial,,,False,Asia,"India: Haffkine Institute, Mumbai",Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",True,brain,,,True,[],[],,1,,,,,,,,,,,,,,
JQ799140.1,,GenBank,,,,2012-05-14,,[],720,partial,,,False,Asia,China,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",False,brain,,,True,[],[],,1,,,,,,,,,,,,,,
FJ392372.1,,GenBank,,,,2009-12-31,,[],1353,partial,,,False,Africa,South Africa,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",True,brain,,,True,[],[],,1,,,,,,,,,,,,,,
FJ392366.1,,GenBank,,,,2009-12-31,,[],1353,partial,,,False,Africa,South Africa,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",True,brain,,,True,[],[],,1,,,,,,,,,,,,,,
EU282381.1,,GenBank,,,,2007-12-05,,[],1353,partial,,,False,Asia,China,Mus musculus,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 314147, 'name': 'Glires'}, {'tax_id': 9989, 'name': 'Rodentia'}, {'tax_id': 1963758, 'name': 'Myomorpha'}, {'tax_id': 337687, 'name': 'Muroidea'}, {'tax_id': 10066, 'name': 'Muridae'}, {'tax_id': 39107, 'name': 'Murinae'}, {'tax_id': 10088, 'name': 'Mus'}, {'tax_id': 862507, 'name': 'Mus'}, {'tax_id': 10090, 'name': 'Mus musculus'}]",True,,,,True,[],[],,1,,,,,,,,,,,,,,
