accession,Organism Name,GenBank/RefSeq,Submitters,Organization,Submitter Country,Release date,Isolate,Virus Lineage,Length,Nuc Completeness,Proteins/Segments,Segment,Is Vaccine Strain,Geographic Region,Geographic Location,Host,Host Lineage,Lab Host,Tissue/Specimen/Source,Collection Date,Sample Name,Annotated,SRA Accessions,Bioprojects,Biosample,Protein count,Gene count,Mature Peptide Count,definition,strain,isolation_source,create_date,update_date,assembly_name,authors,title,journal,pubmed_id,reference_count,comment
PX458876.1,,GenBank,,,,2025-10-19,,[],11288,partial,"Alphavirus chikungunya isolate CHIKV-LBMA-MA1397-MLI-2023 non-structural protein and structural protein genes, complete cds",,False,Africa,Mali: Bamako,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PX453305.1,,GenBank,,,,2025-10-14,,[],11364,partial,"Alphavirus chikungunya isolate CHIKV-LBMA-MA554-MLI-2023 non-structural protein and structural protein genes, complete cds",,False,Africa,Mali: Bamako,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685706.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S26b15, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685705.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S26b01, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685704.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S28b86, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685703.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S28b02, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685702.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S30b03, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685701.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S28b03, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685700.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S26b18, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
PV685699.1,,GenBank,,,,2025-06-10,,[],11237,complete,"Chikungunya virus strain S26b70, complete genome",,False,Africa,Reunion,Homo sapiens,"[{'tax_id': 131567, 'name': 'cellular organisms'}, {'tax_id': 2759, 'name': 'Eukaryota'}, {'tax_id': 33154, 'name': 'Opisthokonta'}, {'tax_id': 33208, 'name': 'Metazoa'}, {'tax_id': 6072, 'name': 'Eumetazoa'}, {'tax_id': 33213, 'name': 'Bilateria'}, {'tax_id': 33511, 'name': 'Deuterostomia'}, {'tax_id': 7711, 'name': 'Chordata'}, {'tax_id': 89593, 'name': 'Craniata'}, {'tax_id': 7742, 'name': 'Vertebrata'}, {'tax_id': 7776, 'name': 'Gnathostomata'}, {'tax_id': 117570, 'name': 'Teleostomi'}, {'tax_id': 117571, 'name': 'Euteleostomi'}, {'tax_id': 8287, 'name': 'Sarcopterygii'}, {'tax_id': 1338369, 'name': 'Dipnotetrapodomorpha'}, {'tax_id': 32523, 'name': 'Tetrapoda'}, {'tax_id': 32524, 'name': 'Amniota'}, {'tax_id': 40674, 'name': 'Mammalia'}, {'tax_id': 32525, 'name': 'Theria'}, {'tax_id': 9347, 'name': 'Eutheria'}, {'tax_id': 1437010, 'name': 'Boreoeutheria'}, {'tax_id': 314146, 'name': 'Euarchontoglires'}, {'tax_id': 9443, 'name': 'Primates'}, {'tax_id': 376913, 'name': 'Haplorrhini'}, {'tax_id': 314293, 'name': 'Simiiformes'}, {'tax_id': 9526, 'name': 'Catarrhini'}, {'tax_id': 314295, 'name': 'Hominoidea'}, {'tax_id': 9604, 'name': 'Hominidae'}, {'tax_id': 207598, 'name': 'Homininae'}, {'tax_id': 9605, 'name': 'Homo'}, {'tax_id': 9606, 'name': 'Homo sapiens'}]",False,,,,True,[],[],,2,,,,,,,,,,,,,,
